Code site;Adresse;Arrondissement;Opérateur;Type;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;se_anno_cad_data;geo_shape;geo_point_2d
00025159U5;25 Avenue montaigne;75008;ORANGE;3G/4G/5G;16/08/2017;03/11/2016;07/06/2024;;;"{""coordinates"": [2.3043554998189153, 48.866228999850875], ""type"": ""Point""}";48.866228999850875, 2.3043554998189153
7510052062;25 Rue de vouillé;75015;SFR;3G/4G/5G;22/09/2023;;;;;"{""coordinates"": [2.305682999821803, 48.83468399971849], ""type"": ""Point""}";48.83468399971849, 2.305682999821803
75107_008_04;5 Rue duroc;75007;FREE MOBILE;3G/4G/5G;09/01/2013;25/10/2013;;;;"{""coordinates"": [2.3139854997197955, 48.84775199958548], ""type"": ""Point""}";48.84775199958548, 2.3139854997197955
757565;51 Rue de lille;75007;SFR;2G/3G/4G;19/07/2024;;;;;"{""coordinates"": [2.327332500276957, 48.85916400030795], ""type"": ""Point""}";48.85916400030795, 2.327332500276957
00000114U7;58-60 Avenue de la grande armée;75017;ORANGE;3G/4G/5G;03/10/2011;27/06/2013;28/04/2023;;;"{""coordinates"": [2.286592255528141, 48.87686015083071], ""type"": ""Point""}";48.87686015083071, 2.286592255528141
00000098U7;59-65 Boulevard lannes;75016;ORANGE;3G/4G/5G;27/11/2012;03/05/2013;09/12/2020;;;"{""coordinates"": [2.27012399946474, 48.864599999862726], ""type"": ""Point""}";48.864599999862726, 2.27012399946474
75106_038_01;6 Rue blaise desgoffe;75006;FREE MOBILE;3G/4G/5G;09/07/2024;09/07/2024;21/11/2024;;;"{""coordinates"": [2.324389499766155, 48.845808000212116], ""type"": ""Point""}";48.845808000212116, 2.324389499766155
T96639;60 Boulevard lannes;75016;BOUYGUES;;12/08/2024;;;;;"{""coordinates"": [2.2697640005100967, 48.86476199959248], ""type"": ""Point""}";48.86476199959248, 2.2697640005100967
T10541;61-65 avenue de clichy;75017;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3250914999751395, 48.887613000332074], ""type"": ""Point""}";48.887613000332074, 2.3250914999751395
00011718U3;61-65 Rue dutot;75015;ORANGE;3G/4G;30/04/2012;07/06/2013;;;;"{""coordinates"": [2.308216499649965, 48.83787000041466], ""type"": ""Point""}";48.83787000041466, 2.308216499649965
75111_011_03;64 Rue sedaine;75011;FREE MOBILE;3G/4G/5G;04/01/2013;10/12/2013;27/06/2024;;;"{""coordinates"": [2.377372500607276, 48.85803899965919], ""type"": ""Point""}";48.85803899965919, 2.377372500607276
T10965;66 Avenue des champs elysees;75008;BOUYGUES;;29/10/2015;;;;;"{""coordinates"": [2.3053680003018098, 48.87085499994526], ""type"": ""Point""}";48.87085499994526, 2.3053680003018098
T10961;69 Rue de l'universite;75007;BOUYGUES;;07/05/1998;;;;;"{""coordinates"": [2.322722753583205, 48.8595891368682], ""type"": ""Point""}";48.8595891368682, 2.322722753583205
75107_004_11;69 Rue de l'université;75007;FREE MOBILE;3G/4G/5G;17/10/2018;12/10/2018;16/04/2024;;;"{""coordinates"": [2.322675000488689, 48.85956899991899], ""type"": ""Point""}";48.85956899991899, 2.322675000488689
T15764;7-9 boulevard flandrin;75116;BOUYGUES;;23/03/2000;;;;;"{""coordinates"": [2.2718159996078966, 48.86505899988124], ""type"": ""Point""}";48.86505899988124, 2.2718159996078966
751294;7 Rue des lyanes;75020;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.4059519999272614, 48.86295299967727], ""type"": ""Point""}";48.86295299967727, 2.4059519999272614
75114_046_07;71-77 Boulevard saint jacques;75014;FREE MOBILE;3G/4G/5G;05/11/2019;05/11/2019;25/10/2023;;;"{""coordinates"": [2.3342832341155386, 48.83336313302335], ""type"": ""Point""}";48.83336313302335, 2.3342832341155386
T15816;73 Rue de la procession;75015;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.31098222705535, 48.83601814181384], ""type"": ""Point""}";48.83601814181384, 2.31098222705535
T15716;73 Rue nollet;75017;BOUYGUES;;27/08/2002;;;;;"{""coordinates"": [2.3199435001505697, 48.88770300010598], ""type"": ""Point""}";48.88770300010598, 2.3199435001505697
75104_008_04;74 Rue de rivoli;75004;FREE MOBILE;3G/4G/5G;05/03/2018;05/03/2018;;;;"{""coordinates"": [2.3512049994261357, 48.85769700007947], ""type"": ""Point""}";48.85769700007947, 2.3512049994261357
00000428U7;74-80 Rue balard;75015;ORANGE;3G/4G/5G;15/05/2012;22/01/2014;20/11/2023;;;"{""coordinates"": [2.2781024994094525, 48.83912099965539], ""type"": ""Point""}";48.83912099965539, 2.2781024994094525
757218;75 Rue d'amsterdam;75008;SFR;3G/4G/5G;31/05/2024;;;;;"{""coordinates"": [2.3269994997615875, 48.88166399999357], ""type"": ""Point""}";48.88166399999357, 2.3269994997615875
75120_057_03;75 Rue des amandiers;75020;FREE MOBILE;3G/4G/5G;24/05/2019;10/05/2019;24/07/2024;;;"{""coordinates"": [2.3895675005455117, 48.866084999891825], ""type"": ""Point""}";48.866084999891825, 2.3895675005455117
00080164U8;76-82 Rue de picpus;75012;ORANGE;3G/4G;02/07/2013;24/06/2013;;;;"{""coordinates"": [2.3984757653183313, 48.84151710737355], ""type"": ""Point""}";48.84151710737355, 2.3984757653183313
750976;77 Rue de bercy;75012;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.381186756930317, 48.838484114408956], ""type"": ""Point""}";48.838484114408956, 2.381186756930317
T15753;78 Rue francois miron;75004;BOUYGUES;;06/01/2025;;;;;"{""coordinates"": [2.3589899993327466, 48.855366000039346], ""type"": ""Point""}";48.855366000039346, 2.3589899993327466
75115_003_03;8 Rue de l'arrivee;75015;FREE MOBILE;3G/4G/5G;02/04/2014;02/04/2014;29/09/2021;;;"{""coordinates"": [2.3222160006086363, 48.843720000188036], ""type"": ""Point""}";48.843720000188036, 2.3222160006086363
75117_001_01;8 Rue epinettes;75017;FREE MOBILE;3G/4G/5G;25/06/2012;20/11/2013;;;;"{""coordinates"": [2.321873999748046, 48.894354000310884], ""type"": ""Point""}";48.894354000310884, 2.321873999748046
00017184U5;80 Rue botzaris;75019;ORANGE;3G/4G/5G;18/12/2017;11/01/2018;11/05/2023;;;"{""coordinates"": [2.3890230001230455, 48.87944100024167], ""type"": ""Point""}";48.87944100024167, 2.3890230001230455
75118_081_01;80 Rue stephenson;75018;FREE MOBILE;3G/4G/5G;11/12/2024;11/12/2024;26/12/2024;;;"{""coordinates"": [2.3558942902506628, 48.89014258074766], ""type"": ""Point""}";48.89014258074766, 2.3558942902506628
753531;85 Rue ampere;75017;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.2992597674249535, 48.88524814546895], ""type"": ""Point""}";48.88524814546895, 2.2992597674249535
75117_038_01;85 Rue ampere;75017;FREE MOBILE;3G/4G/5G;21/01/2015;17/10/2016;;;;"{""coordinates"": [2.299211999876075, 48.885227999626245], ""type"": ""Point""}";48.885227999626245, 2.299211999876075
75116_092_07;86 Rue de la tour;75016;FREE MOBILE;3G/4G/5G;15/07/2019;15/07/2019;;;;"{""coordinates"": [2.2787957896571194, 48.8615855492501], ""type"": ""Point""}";48.8615855492501, 2.2787957896571194
75115_014_04;99 Boulevard de grenelle;75015;FREE MOBILE;3G/4G/5G;09/05/2012;02/12/2013;27/06/2024;;;"{""coordinates"": [2.2965480001943805, 48.849722999757894], ""type"": ""Point""}";48.849722999757894, 2.2965480001943805
T98300;Gare saint lazare;75008;BOUYGUES;;25/07/2024;;;;;"{""coordinates"": [2.325225975340163, 48.87624348404862], ""type"": ""Point""}";48.87624348404862, 2.325225975340163
75104_002_01;Rue de beaubourg;75004;FREE MOBILE;3G/4G/5G;13/01/2016;13/01/2016;;;;"{""coordinates"": [2.352746791103085, 48.860547022664356], ""type"": ""Point""}";48.860547022664356, 2.352746791103085
00015092U5;26-30 Rue de la solidarité;75019;ORANGE;3G/4G/5G;05/02/2015;05/02/2015;29/09/2023;;;"{""coordinates"": [2.3935005001661422, 48.884237999831306], ""type"": ""Point""}";48.884237999831306, 2.3935005001661422
00035199U5;28 Rue saint-dominique;75007;ORANGE;3G/4G/5G;31/12/2024;31/12/2024;31/12/2024;;;"{""coordinates"": [2.317121999972629, 48.85996500020291], ""type"": ""Point""}";48.85996500020291, 2.317121999972629
75110_050_01;3 Boulevard de la chapelle;75010;FREE MOBILE;3G/4G/5G;17/12/2021;17/12/2021;23/12/2021;;;"{""coordinates"": [2.3639849994155346, 48.88419300028956], ""type"": ""Point""}";48.88419300028956, 2.3639849994155346
T12377;3 Rue andre colledeboeuf;75016;BOUYGUES;;27/04/2015;;;;;"{""coordinates"": [2.2697009993932213, 48.85188299970779], ""type"": ""Point""}";48.85188299970779, 2.2697009993932213
750058;3 Rue servan;75011;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.384012776131702, 48.859148112313555], ""type"": ""Point""}";48.859148112313555, 2.384012776131702
00016837U5;30 Avenue corentin cariou;75019;ORANGE;3G/4G;26/08/2011;18/03/2014;;;;"{""coordinates"": [2.3855759994826236, 48.89724299992264], ""type"": ""Point""}";48.89724299992264, 2.3855759994826236
00000224U8;31 Rue de la chapelle;75018;ORANGE;3G/4G/5G;20/05/2011;24/06/2013;19/03/2021;;;"{""coordinates"": [2.3596019995569164, 48.892464000193755], ""type"": ""Point""}";48.892464000193755, 2.3596019995569164
00000071U7;31 Rue général delestraint;75016;ORANGE;3G/4G/5G;28/08/2013;06/02/2020;11/04/2023;;;"{""coordinates"": [2.2579154999826954, 48.84159600008094], ""type"": ""Point""}";48.84159600008094, 2.2579154999826954
750285;32 Rue de la procession;75015;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3068124999842863, 48.83836499998827], ""type"": ""Point""}";48.83836499998827, 2.3068124999842863
75119_018_01;32 Rue petit;75019;FREE MOBILE;3G/4G/5G;16/07/2013;06/11/2013;20/09/2023;;;"{""coordinates"": [2.3822280001866196, 48.884706000381094], ""type"": ""Point""}";48.884706000381094, 2.3822280001866196
00000072U7;32 Rue georges v;75008;ORANGE;3G/4G/5G;31/07/2012;18/07/2013;24/01/2023;;;"{""coordinates"": [2.3013899998223843, 48.86890199975292], ""type"": ""Point""}";48.86890199975292, 2.3013899998223843
00024182U5;33 Bis rue de moscou;75008;ORANGE;3G/4G;22/05/2017;22/05/2017;;;;"{""coordinates"": [2.3231519999973953, 48.88139400033968], ""type"": ""Point""}";48.88139400033968, 2.3231519999973953
00027519U3;34 Avenue de choisy;75013;ORANGE;3G/4G/5G;19/11/2015;19/11/2015;12/08/2022;;;"{""coordinates"": [2.3631389996835686, 48.82229999996197], ""type"": ""Point""}";48.82229999996197, 2.3631389996835686
75111_082_02;34 Rue sedaine;75111;FREE MOBILE;3G/4G/5G;20/10/2022;17/10/2022;01/12/2022;;;"{""coordinates"": [2.3740289997398385, 48.85661699974225], ""type"": ""Point""}";48.85661699974225, 2.3740289997398385
00000070U7;38 Rue galilée;75008;ORANGE;3G/4G/5G;17/12/2012;18/04/2013;04/11/2019;;;"{""coordinates"": [2.2963860004706858, 48.869882999957326], ""type"": ""Point""}";48.869882999957326, 2.2963860004706858
T15761;38 Avenue du president wilson;75116;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.2897665004588776, 48.86384400019609], ""type"": ""Point""}";48.86384400019609, 2.2897665004588776
751242;40 Avenue des terroirs de france;75012;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3887242529116994, 48.831932111278626], ""type"": ""Point""}";48.831932111278626, 2.3887242529116994
75115_074_01;40 Boulevard lefebvre;75015;FREE MOBILE;3G/4G/5G;11/05/2018;11/05/2018;24/11/2022;;;"{""coordinates"": [2.2929930002497625, 48.83049899971444], ""type"": ""Point""}";48.83049899971444, 2.2929930002497625
7510000025;40 Rue jussieu;75005;SFR;3G/4G/5G;06/07/2023;;;;;"{""coordinates"": [2.353621500176183, 48.84730199976078], ""type"": ""Point""}";48.84730199976078, 2.353621500176183
75111_072_01;41 Rue saint-sabin;75011;FREE MOBILE;3G/4G/5G;03/04/2024;03/04/2024;05/06/2024;;;"{""coordinates"": [2.369200499946494, 48.85799400042465], ""type"": ""Point""}";48.85799400042465, 2.369200499946494
T15832;42 Rue sorbier;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3931494994088927, 48.865490999843026], ""type"": ""Point""}";48.865490999843026, 2.3931494994088927
753609;43 Rue condorcet;75009;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.343901499365406, 48.88007999978869], ""type"": ""Point""}";48.88007999978869, 2.343901499365406
00000113U8;43-45 Rue de naples;75008;ORANGE;3G/4G/5G;06/02/2012;13/09/2012;28/11/2019;;;"{""coordinates"": [2.3167710001103194, 48.87923399994946], ""type"": ""Point""}";48.87923399994946, 2.3167710001103194
75112_057_01;45 Route de la pyramide;75012;FREE MOBILE;3G/4G/5G;30/08/2021;30/08/2021;;;;"{""coordinates"": [2.4506330316803226, 48.82951705926145], ""type"": ""Point""}";48.82951705926145, 2.4506330316803226
00000430U7;46 Rue lauriston;75016;ORANGE;3G/4G/5G;29/11/2012;18/06/2013;30/11/2020;;;"{""coordinates"": [2.2908329997749615, 48.87019799976028], ""type"": ""Point""}";48.87019799976028, 2.2908329997749615
75117_021_05;46 Avenue des ternes;75017;FREE MOBILE;3G/4G/5G;03/11/2016;04/11/2016;;;;"{""coordinates"": [2.292578999602962, 48.879197999876475], ""type"": ""Point""}";48.879197999876475, 2.292578999602962
T10546;46 Boulevard de latour maubourg;75007;BOUYGUES;;12/07/2013;;;;;"{""coordinates"": [2.3099220004080716, 48.85924500027145], ""type"": ""Point""}";48.85924500027145, 2.3099220004080716
00010347U5;47 Avenue de friedland;75008;ORANGE;3G/4G/5G;28/11/2012;20/03/2014;31/08/2023;;;"{""coordinates"": [2.297538000382515, 48.873806999971784], ""type"": ""Point""}";48.873806999971784, 2.297538000382515
T01551;47 Rue dutot;75015;BOUYGUES;;29/03/2023;;;;;"{""coordinates"": [2.3092784994992708, 48.83898599974194], ""type"": ""Point""}";48.83898599974194, 2.3092784994992708
75115_001_03;1 Place de la porte de versailles;75015;FREE MOBILE;3G/4G/5G;15/09/2016;12/09/2016;;;;"{""coordinates"": [2.288756714095435, 48.832049151116706], ""type"": ""Point""}";48.832049151116706, 2.288756714095435
00024014U3;1 Place monge;75005;ORANGE;3G/4G;;18/08/2020;;;;"{""coordinates"": [2.3518755002462384, 48.84262199975804], ""type"": ""Point""}";48.84262199975804, 2.3518755002462384
7510059552;1 Place de la porte de versailles;75015;SFR;3G/4G/5G;30/06/2024;;;;;"{""coordinates"": [2.288708999354049, 48.8320290001179], ""type"": ""Point""}";48.8320290001179, 2.288708999354049
753528;1 Rue maryse hilsz;75020;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.412877500205716, 48.84929999990807], ""type"": ""Point""}";48.84929999990807, 2.412877500205716
T16810;10 B rue morand;75011;BOUYGUES;;24/08/2023;;;;;"{""coordinates"": [2.3767155001470837, 48.868460999844764], ""type"": ""Point""}";48.868460999844764, 2.3767155001470837
751134;10 Rue de prony;75017;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.307689999938003, 48.88096200017779], ""type"": ""Point""}";48.88096200017779, 2.307689999938003
75115_082_02;101 Rue saint-charles;75015;FREE MOBILE;3G/4G/5G;03/09/2019;03/09/2019;06/03/2024;;;"{""coordinates"": [2.284964999849506, 48.84584399999664], ""type"": ""Point""}";48.84584399999664, 2.284964999849506
00000113U7;11 Rue anatole de la forge;75017;ORANGE;3G/4G/5G;10/12/2014;30/10/2023;30/10/2023;;;"{""coordinates"": [2.2922999997847753, 48.87633599970757], ""type"": ""Point""}";48.87633599970757, 2.2922999997847753
755983;11 Rue marbeau;75116;SFR;3G/4G/5G;23/10/2023;;;;;"{""coordinates"": [2.2805910006658627, 48.87440100015538], ""type"": ""Point""}";48.87440100015538, 2.2805910006658627
T15835;11 Rue pixerecourt;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3952555002611753, 48.87076499979249], ""type"": ""Point""}";48.87076499979249, 2.3952555002611753
T15203;12 Boulevard des invalides;75007;BOUYGUES;;25/09/2003;;;;;"{""coordinates"": [2.314394999354793, 48.853259999689925], ""type"": ""Point""}";48.853259999689925, 2.314394999354793
00000090U8;121 Boulevard soult;75012;ORANGE;3G/4G/5G;19/12/2011;09/08/2013;02/11/2020;;;"{""coordinates"": [2.4102612732754785, 48.84500010211775], ""type"": ""Point""}";48.84500010211775, 2.4102612732754785
75118_033_06;121 Rue de caulaincourt;75018;FREE MOBILE;3G/4G/5G;02/10/2017;02/10/2017;24/02/2022;;;"{""coordinates"": [2.3416469998702327, 48.88984500024397], ""type"": ""Point""}";48.88984500024397, 2.3416469998702327
00080176U8;12-14 Rue lacroix;75017;ORANGE;3G/4G/5G;23/06/2011;27/05/2013;29/10/2024;;;"{""coordinates"": [2.3223374995106045, 48.89013300012134], ""type"": ""Point""}";48.89013300012134, 2.3223374995106045
751250;123 Avenue ledru rollin;75011;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.3775659998049683, 48.85406099994588], ""type"": ""Point""}";48.85406099994588, 2.3775659998049683
753538;128 Boulevard malesherbes;75017;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.3080842707707077, 48.8847981423284], ""type"": ""Point""}";48.8847981423284, 2.3080842707707077
750005;13 Place de la bourse;75002;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.340571499571895, 48.86871299962765], ""type"": ""Point""}";48.86871299962765, 2.340571499571895
75119_057_04;132 Avenue jean jaurès;75019;FREE MOBILE;3G/4G/5G;16/07/2020;16/07/2020;;;;"{""coordinates"": [2.385076500144555, 48.886514999904044], ""type"": ""Point""}";48.886514999904044, 2.385076500144555
T15713;14-28 Rue des ecluses st martin;75010;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.366273786441948, 48.87729211936145], ""type"": ""Point""}";48.87729211936145, 2.366273786441948
751322;15 Rue d'ulm;75005;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.345285748144936, 48.84420812806409], ""type"": ""Point""}";48.84420812806409, 2.345285748144936
T16767;15 Rue emile durkheim;75013;BOUYGUES;;07/05/2020;;;;;"{""coordinates"": [2.377795499566183, 48.83233500005109], ""type"": ""Point""}";48.83233500005109, 2.377795499566183
75119_030_05;15 Rue henri turot;75019;FREE MOBILE;3G/4G/5G;17/11/2016;21/11/2016;21/06/2022;;;"{""coordinates"": [2.3736042882730373, 48.876752116163665], ""type"": ""Point""}";48.876752116163665, 2.3736042882730373
00027220U5;1-5 Rue lucien-sacha guitry;75020;ORANGE;3G/4G;09/10/2018;05/11/2018;;;;"{""coordinates"": [2.404169999425065, 48.84865200025928], ""type"": ""Point""}";48.84865200025928, 2.404169999425065
75112_075_02;152 Boulevard diderot;75112;FREE MOBILE;3G/4G/5G;31/03/2022;31/03/2022;28/06/2022;;;"{""coordinates"": [2.390992269191217, 48.84768211028958], ""type"": ""Point""}";48.84768211028958, 2.390992269191217
75113_018_02;153 Avenue d'italie;75013;FREE MOBILE;3G/4G/5G;11/02/2014;07/02/2014;;;;"{""coordinates"": [2.3594985004660654, 48.81992400012221], ""type"": ""Point""}";48.81992400012221, 2.3594985004660654
T15787;154 Rue st maur;75011;BOUYGUES;;16/12/2014;;;;;"{""coordinates"": [2.374262999630795, 48.869243999882045], ""type"": ""Point""}";48.869243999882045, 2.374262999630795
00000005U8;157 Rue des poissonniers;75018;ORANGE;3G/4G/5G;27/05/2011;05/12/2014;19/07/2024;;;"{""coordinates"": [2.352474000296522, 48.89736000026557], ""type"": ""Point""}";48.89736000026557, 2.352474000296522
75115_106_01;168 Rue blomet;75015;FREE MOBILE;3G/4G/5G;26/02/2024;26/02/2024;05/04/2024;;;"{""coordinates"": [2.293839000002587, 48.8374560001957], ""type"": ""Point""}";48.8374560001957, 2.293839000002587
757269;17 Rue angelique compoint;75018;SFR;2G/3G/4G/5G;13/07/2022;;;;;"{""coordinates"": [2.3348339995067193, 48.89744099970891], ""type"": ""Point""}";48.89744099970891, 2.3348339995067193
T10632;17 Rue boyer;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.392280999670957, 48.868128000058675], ""type"": ""Point""}";48.868128000058675, 2.392280999670957
00000442U7;174-176 Boulevard berthier;75017;ORANGE;3G/4G/5G;27/09/2013;12/08/2013;17/12/2020;;;"{""coordinates"": [2.2937084998974506, 48.88611899994881], ""type"": ""Point""}";48.88611899994881, 2.2937084998974506
00000093U8;18 Boulevard picpus;75012;ORANGE;3G/4G/5G;16/08/2016;23/08/2016;13/12/2024;;;"{""coordinates"": [2.400866999403427, 48.840380999641056], ""type"": ""Point""}";48.840380999641056, 2.400866999403427
T96098;18 Rue boinod;75018;BOUYGUES;;22/12/2021;;;;;"{""coordinates"": [2.3505390000962003, 48.89275199991023], ""type"": ""Point""}";48.89275199991023, 2.3505390000962003
750308;18 Rue de crimee;75019;SFR;2G/3G/4G/5G;14/04/2021;;;;;"{""coordinates"": [2.3914488140161363, 48.878082595867795], ""type"": ""Point""}";48.878082595867795, 2.3914488140161363
00000116U8;18-20 Rue de navarin;75009;ORANGE;3G/4G/5G;14/03/2013;23/03/2013;24/07/2019;;;"{""coordinates"": [2.3382135001807924, 48.8798730004014], ""type"": ""Point""}";48.8798730004014, 2.3382135001807924
T10904;185 Boulevard malesherbes;75017;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.304385271346086, 48.88789414358959], ""type"": ""Point""}";48.88789414358959, 2.304385271346086
